Company,Industry,City,Investors,Round,Amount,Year,State,Employee Size,Funded_Year,Amount_in_crores
BlackBuck,Logistics,Bengaluru,Sands Capital,Series D,1237.5,2019,Karnataka,1001-5000,2019,"₹ 12,37,50,00,000.00"
Agara Labs,Technology,Bengaluru,Rtp Global,Pre Series A,20.63,2019,Karnataka,11-50,2019,"₹ 20,63,00,000.00"
Meesho,E-Commerce,Bengaluru,Rps Ventures,Series C,412.5,2018,Karnataka,1001-5000,2018,"₹ 4,12,50,00,000.00"
Signzy,FinTech,Bengaluru,Rajan Anand,Series A,28.05,2018,Karnataka,101-250,2018,"₹ 28,05,00,000.00"
PratiLipi,Consumer Internet,Bengaluru,Qiming Venture Partners,Series B,124.65,2019,Karnataka,51-100,2019,"₹ 1,24,65,00,000.00"
quizizz,EdTech,Bengaluru,Prime Venture Partners,Angel Funding,24.75,2018,Karnataka,11-50,2018,"₹ 24,75,00,000.00"
Fyle,Technology,Bengaluru,Pravega Ventures,Angel Funding,9.08,2018,Karnataka,11-50,2018,"₹ 9,08,00,000.00"
HungerBox,Food,Bengaluru,One97 Communications,Series C,54.37,2019,Karnataka,251-500,2019,"₹ 54,37,00,000.00"
quizizz,EdTech,Bengaluru,Nexus Venture Partners,Angel Funding,24.75,2018,Karnataka,11-50,2018,"₹ 24,75,00,000.00"
Meesho,E-Commerce,Bengaluru,Naspers,Series D,1031.25,2019,Karnataka,1001-5000,2019,"₹ 10,31,25,00,000.00"
Avail Finance,FinTech,Bengaluru,Matrix Partners,Series A,74.25,2019,Karnataka,51-100,2019,"₹ 74,25,00,000.00"
Signzy,FinTech,Bengaluru,Mastercard,Series A,28.05,2018,Karnataka,101-250,2018,"₹ 28,05,00,000.00"
BlackBuck,Logistics,Bengaluru,Lightstreet,Series D,1237.5,2019,Karnataka,1001-5000,2019,"₹ 12,37,50,00,000.00"
Groww,Finance,Bengaluru,Lightbridge Partners,Angel Funding,9.08,2018,Karnataka,251-500,2018,"₹ 9,08,00,000.00"
Dunzo,Delivery,Bengaluru,Lightbox Expansion Fund,Series D,371.25,2019,Karnataka,1001-5000,2019,"₹ 3,71,25,00,000.00"
Glowroad,E-Commerce,Bengaluru,Korea Investment Partners,Series B,94.88,2019,Karnataka,51-100,2019,"₹ 94,88,00,000.00"
Unacademy,EdTech,Bengaluru,Kalyan Krishnamurthy,Angel Funding,2.53,2019,Karnataka,251-500,2019,"₹ 2,53,00,000.00"
Signzy,FinTech,Bengaluru,Kalaari Capital,Series A,28.05,2018,Karnataka,101-250,2018,"₹ 28,05,00,000.00"
Groww,Finance,Bengaluru,Kairos,Angel Funding,9.08,2018,Karnataka,251-500,2018,"₹ 9,08,00,000.00"
happay,FinTech,Bengaluru,Jerry Yang,Angel Funding,2.06,2018,Karnataka,251-500,2018,"₹ 2,06,00,000.00"
HealthifyMe,Healthcare,Bengaluru,Inventus Capital Partners,Series B (Extension),49.5,2018,Karnataka,101-250,2018,"₹ 49,50,00,000.00"
BlackBuck,Logistics,Bengaluru,International Finance Corporation,Series D,1237.5,2019,Karnataka,1001-5000,2019,"₹ 12,37,50,00,000.00"
Groww,Finance,Bengaluru,Insignia Ventures Partners,Angel Funding,9.08,2018,Karnataka,251-500,2018,"₹ 9,08,00,000.00"
HealthifyMe,Healthcare,Bengaluru,Innoven Capital,Series B (Extension),49.5,2018,Karnataka,101-250,2018,"₹ 49,50,00,000.00"
Ola,Transportation,Bengaluru,Hussam Khoury,Series J,8.25,2019,Karnataka,5001-10000,2019,"₹ 8,25,00,000.00"
BlackBuck,Logistics,Bengaluru,Goldman Sachs Investment Partners,Series D,1237.5,2019,Karnataka,1001-5000,2019,"₹ 12,37,50,00,000.00"
NoBroker,Consumer Internet,Bengaluru,General Atlantic,Series C,420.75,2019,Karnataka,51-100,2019,"₹ 4,20,75,00,000.00"
LetsTransport,Logistics,Bengaluru,Fosun International,Series C,99,2018,Karnataka,11-50,2018,"₹ 99,00,00,000.00"
Meesho,E-Commerce,Bengaluru,Dst Partners,Series C,412.5,2018,Karnataka,1001-5000,2018,"₹ 4,12,50,00,000.00"
Udaan,B2B,Bengaluru,Dst Global,Series D,4826.25,2019,Karnataka,5001-10000,2019,"₹ 48,26,25,00,000.00"
Signzy,FinTech,Bengaluru,Dilip KH,Series A,28.05,2018,Karnataka,101-250,2018,"₹ 28,05,00,000.00"
Ola,Transportation,Bengaluru,Dig Investment Ab,Series J,8.25,2019,Karnataka,5001-10000,2019,"₹ 8,25,00,000.00"
Ola,Transportation,Bengaluru,Deshe Holdings,Series J,8.25,2019,Karnataka,5001-10000,2019,"₹ 8,25,00,000.00"
Vola,Finance,Bengaluru,Credika,Angel Funding,4.13,2018,Karnataka,11-50,2018,"₹ 4,13,00,000.00"
HealthifyMe,Healthcare,Bengaluru,Chiratae Ventures,Series B (Extension),49.5,2018,Karnataka,101-250,2018,"₹ 49,50,00,000.00"
HomeLane,Design,Bengaluru,Capital Advisors,Angel Funding,28.46,2018,Karnataka,501-1000,2018,"₹ 28,46,00,000.00"
Agara Labs,Technology,Bengaluru,Blume Ventures,Pre Series A,20.63,2019,Karnataka,11-50,2019,"₹ 20,63,00,000.00"
HealthifyMe,Healthcare,Bengaluru,Blume Ventures,Series B (Extension),49.5,2018,Karnataka,101-250,2018,"₹ 49,50,00,000.00"
Fyle,Technology,Bengaluru,Beenext,Angel Funding,9.08,2018,Karnataka,11-50,2018,"₹ 9,08,00,000.00"
Trell,Social Media,Bengaluru,Beenext,Angel Funding,10.31,2018,Karnataka,101-250,2018,"₹ 10,31,00,000.00"
BlackBuck,Logistics,Bengaluru,B Capital Group,Series D,1237.5,2019,Karnataka,1001-5000,2019,"₹ 12,37,50,00,000.00"
Rapido,Transportation,Bengaluru,Aravind Sanka,Angel Funding,2.72,2017,Karnataka,1001-5000,2017,"₹ 2,72,00,000.00"
Signzy,FinTech,Bengaluru,Amrish Rau From Payu India,Series A,28.05,2018,Karnataka,101-250,2018,"₹ 28,05,00,000.00"
Udaan,B2B,Bengaluru,Altimeter Capital,Series D,4826.25,2019,Karnataka,5001-10000,2019,"₹ 48,26,25,00,000.00"
Furlenco,E-Commerce,Bengaluru,Aamir Khan,Debt Funding,9.9,2017,Karnataka,251-500,2017,"₹ 9,90,00,000.00"
Shadowfax,Services,Gurugram,Zishaan Hayath,Seed Funding,2.56,2015,Haryana,501-1000,2015,"₹ 2,56,00,000.00"
Gadgetwood,Electronics,New Delhi,Yogesh Bansal,Seed Funding,1.65,2015,Delhi,11-50,2015,"₹ 1,65,00,000.00"
Fitso,Consumer Internet,Gurugram,Yashish Dhaiya,Seed Funding,1.65,2017,Haryana,101-250,2017,"₹ 1,65,00,000.00"
CashFree,FinTech,Bengaluru,Y Combinator,Seed Funding,0.99,2017,Karnataka,251-500,2017,"₹ 99,00,000.00"
Razorpay,FinTech,Bengaluru,Y Combinator,Seed Funding,0.99,2015,Karnataka,1001-5000,2015,"₹ 99,00,000.00"
ZipLoan,Consumer Internet,New Delhi,Waterbridge Ventures,Seed Funding,5.36,2017,Delhi,251-500,2017,"₹ 5,36,00,000.00"
AdStringO,Marketing,Mumbai,Viswanath Ramach,Seed Funding,2.89,2015,Maharashtra,11-50,2015,"₹ 2,89,00,000.00"
Appvigil,Services,Mumbai,Viswanath Ramach,Seed Funding,4.13,2015,Maharashtra,11-50,2015,"₹ 4,13,00,000.00"
AdStringO,Marketing,Mumbai,Vishal Khare,Seed Funding,2.89,2015,Maharashtra,11-50,2015,"₹ 2,89,00,000.00"
Fitso,Consumer Internet,Gurugram,Vinay Bansal,Seed Funding,1.65,2016,Haryana,101-250,2016,"₹ 1,65,00,000.00"
Inkmonk,E-Commerce,Chennai,Vikram Chachra From Letsventure,Seed Funding,2.06,2015,Tamil Nadu,11-50,2015,"₹ 2,06,00,000.00"
CBREX,Services,Mumbai,Vikram Chachra,Seed Funding,1.65,2015,Maharashtra,51-100,2015,"₹ 1,65,00,000.00"
Jugnoo,Transportation,Chandigarh,Vikas Taneja,Seed Funding,8.25,2015,Chandigarh,251-500,2015,"₹ 8,25,00,000.00"
etaout,E-Commerce,Noida,Vijay Shekhar Sharma,Seed Funding,4.13,2015,Uttar Pradesh,51-100,2015,"₹ 4,13,00,000.00"
Aisle.co,E-Commerce,Bengaluru,Vijay Anand,Seed Funding,0.83,2015,Karnataka,101-250,2015,"₹ 83,00,000.00"
YourDOST,Healthcare,Bengaluru,Vibhu Garg,Seed Funding,9.9,2016,Karnataka,251-500,2016,"₹ 9,90,00,000.00"
Beardo,E-Commerce,Ahmedabad,Venture Catalysts,Seed Funding,4.13,2016,Gujarat,251-500,2016,"₹ 4,13,00,000.00"
GoMechanic,Automotive,Gurugram,Venture Catalysts,Seed Funding,2.06,2016,Haryana,251-500,2016,"₹ 2,06,00,000.00"
YourDOST,Healthcare,Bengaluru,Venk Krishnan,Seed Funding,3.3,2015,Karnataka,251-500,2015,"₹ 3,30,00,000.00"
Hoppingo,Consumer Internet,New Delhi,Vcommission,Seed Funding,0.73,2016,Delhi,11-50,2016,"₹ 73,00,000.00"
Fitso,Consumer Internet,Gurugram,Varun Khurana,Seed Funding,1.65,2016,Haryana,101-250,2016,"₹ 1,65,00,000.00"
AppilyEver,Consumer Internet,Hyderabad,Varun Aggarwal,Seed Funding,3.3,2016,Telangana,11-50,2016,"₹ 3,30,00,000.00"
Inkmonk,E-Commerce,Chennai,Vamm Ventures,Seed Funding,6.19,2017,Tamil Nadu,11-50,2017,"₹ 6,19,00,000.00"
CollegeDunia,Consumer Internet,New Delhi,Umang Kumar,Seed Funding,3.67,2016,Delhi,501-1000,2016,"₹ 3,67,00,000.00"
Licious,E-Commerce,Bengaluru,TV Mohandas Pai,Seed Funding,8.25,2015,Karnataka,1001-5000,2015,"₹ 8,25,00,000.00"
AskMyGift,Households,Noida,Turning Ideas,Seed Funding,0.41,2015,Uttar Pradesh,51-100,2015,"₹ 41,00,000.00"
AppVirality,Marketing,Hyderabad,Tnn Capital,Seed Funding,4.13,2015,Telangana,11-50,2015,"₹ 4,13,00,000.00"
FleetRover,Logistics,Goa,Times Internet Ltd,Seed Funding,1.49,2015,Goa,11-50,2015,"₹ 1,49,00,000.00"
CloudCherry,Cloud Tech,Chennai,The Chennai Angels,Seed Funding,8.25,2015,Tamil Nadu,51-100,2015,"₹ 8,25,00,000.00"
Get My Parking,Consumer Internet,New Delhi,The Chennai Angels,Seed Funding,3.1,2016,Delhi,51-100,2016,"₹ 3,10,00,000.00"
Aisle,Consumer Internet,Bengaluru,Termsheet,Seed Funding,1.53,2016,Karnataka,101-250,2016,"₹ 1,53,00,000.00"
Appbase,Technology,Pune,TechStars,Seed Funding,2.39,2015,Maharashtra,11-50,2015,"₹ 2,39,00,000.00"
Appbase,Technology,Pune,TechStars,Seed Funding,2.39,2015,Maharashtra,11-50,2015,"₹ 2,39,00,000.00"
Instacar,Consumer Internet,Indore,Swastika Company Ltd,Seed Funding,8.25,2016,Madhya Pradesh,11-50,2016,"₹ 8,25,00,000.00"
Villgro,Finance,Chennai,Susan Dell Foundation,Seed Funding,26.81,2015,Tamil Nadu,51-100,2015,"₹ 26,81,00,000.00"
AppilyEver,Consumer Internet,Hyderabad,Suresh Venkat,Seed Funding,3.3,2016,Telangana,11-50,2016,"₹ 3,30,00,000.00"
Biryani By Kilo,Food,Gurugram,Sunil Singh,Seed Funding,3.09,2017,Haryana,251-500,2017,"₹ 3,09,00,000.00"
Be U Salons,Personal Care,New Delhi,Sundeep Singh Sahni,Seed Funding,5.12,2017,Delhi,101-250,2017,"₹ 5,12,00,000.00"
CBREX,Services,Mumbai,Sundara Rajan,Seed Funding,1.65,2015,Maharashtra,51-100,2015,"₹ 1,65,00,000.00"
Unacademy,EdTech,Bengaluru,Sumit Jain,Seed Funding,4.13,2016,Karnataka,251-500,2016,"₹ 4,13,00,000.00"
Fitso,Consumer Internet,Gurugram,Sujeet Kumar,Seed Funding,1.65,2017,Haryana,101-250,2017,"₹ 1,65,00,000.00"
Unacademy,EdTech,Bengaluru,Sujeet Kumar,Seed Funding,4.13,2016,Karnataka,251-500,2016,"₹ 4,13,00,000.00"
Bombay Shaving,Personal Care,New Delhi,Subramanian Ramadorai,Seed Funding,4.95,2016,Delhi,251-500,2016,"₹ 4,95,00,000.00"
YourDOST,Healthcare,Bengaluru,Subba Rao Telidevara,Seed Funding,9.9,2016,Karnataka,251-500,2016,"₹ 9,90,00,000.00"
eBikeGo,Transportation,Amritsar,Startup Buddy,Seed Funding,2.48,2019,Punjab,101-250,2019,"₹ 2,48,00,000.00"
Appbase,Technology,Pune,Startup Brasil Program,Seed Funding,2.39,2015,Maharashtra,11-50,2015,"₹ 2,39,00,000.00"
SmartVizX,Technology,Noida,Stanford Angels,Seed Funding,4.13,2016,Uttar Pradesh,11-50,2016,"₹ 4,13,00,000.00"
Arth DesignBuild,Technology,Hyderabad,Srinivas Tirupati,Seed Funding,4.13,2015,Telangana,101-250,2015,"₹ 4,13,00,000.00"
20Dresses,Personal Care,Mumbai,Srinivas Modukury,Seed Funding,8.25,2015,Maharashtra,11-50,2015,"₹ 8,25,00,000.00"
20Dresses,Personal Care,Mumbai,Srinivas Aluri,Seed Funding,8.25,2015,Maharashtra,11-50,2015,"₹ 8,25,00,000.00"
SillyMonks,Consumer Internet,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,3.7,2016,Telangana,101-250,2016,"₹ 3,70,00,000.00"
Fashor,Personal Care,Chennai,Sprout Venture Partners,Seed Funding,14.85,2020,Tamil Nadu,101-250,2020,"₹ 14,85,00,000.00"
Zuver,Consumer Internet,Mumbai,Smith Group,Seed Funding,1.49,2016,Maharashtra,1001-5000,2016,"₹ 1,49,00,000.00"
Zuver,Consumer Internet,Mumbai,Shruth,Seed Funding,1.49,2016,Maharashtra,1001-5000,2016,"₹ 1,49,00,000.00"
Bonhomia,Lifestyle,New Delhi,Shripad Nadkarni,Seed Funding,16.5,2015,Delhi,11-50,2015,"₹ 16,50,00,000.00"
Click2Clinic,Consumer Internet,Hyderabad,Shireesh Palle,Seed Funding,7.01,2017,Telangana,11-50,2017,"₹ 7,01,00,000.00"
Aisle.co,E-Commerce,Bengaluru,Shashank Mehrotra,Seed Funding,0.83,2015,Karnataka,101-250,2015,"₹ 83,00,000.00"
Unacademy,EdTech,Bengaluru,Sequoia Capital India,Seed Funding,4.13,2016,Karnataka,251-500,2016,"₹ 4,13,00,000.00"
WorkIndia,Consumer Internet,Mumbai,Satyen Kothari,Seed Funding,4.13,2015,Maharashtra,51-100,2015,"₹ 4,13,00,000.00"
Bonhomia,Lifestyle,New Delhi,Sarvesh Shahra,Seed Funding,16.5,2015,Delhi,11-50,2015,"₹ 16,50,00,000.00"
Grey Campus,Consumer Internet,Hyderabad,Sarath Sura,Seed Funding,8.25,2016,Telangana,11-50,2016,"₹ 8,25,00,000.00"
FleetRover,Logistics,Goa,Sanjay Venkat,Seed Funding,1.49,2015,Goa,11-50,2015,"₹ 1,49,00,000.00"
Bluebirch,Technology,Bengaluru,Sanjay Mehta,Seed Funding,16.5,2015,Karnataka,11-50,2015,"₹ 16,50,00,000.00"
YourDOST,Healthcare,Bengaluru,Sanjay Anand,Seed Funding,3.3,2015,Karnataka,251-500,2015,"₹ 3,30,00,000.00"
Fitso,Consumer Internet,Gurugram,Samar Singla,Seed Funding,1.65,2016,Haryana,101-250,2016,"₹ 1,65,00,000.00"
YourDOST,Healthcare,Bengaluru,Saif Partners,Seed Funding,9.9,2016,Karnataka,251-500,2016,"₹ 9,90,00,000.00"
Trell,Social Media,Bengaluru,Ruizheng Investment,Seed Funding,16.5,2019,Karnataka,101-250,2019,"₹ 16,50,00,000.00"
Shadowfax,Services,Gurugram,Rohit Bansal,Seed Funding,2.56,2015,Haryana,501-1000,2015,"₹ 2,56,00,000.00"
Biryani By Kilo,Food,Gurugram,Rohit,Seed Funding,3.09,2017,Haryana,251-500,2017,"₹ 3,09,00,000.00"
Park Easy,Consumer Internet,Kolkata,Rockstart Accelerator,Seed Funding,0.97,2017,West Bengal,11-50,2017,"₹ 97,00,000.00"
Fisdom,Finance,Bengaluru,Rob Chand,Seed Funding,4.13,2016,Karnataka,101-250,2016,"₹ 4,13,00,000.00"
Applicate,Software,Bengaluru,Rishi Vasudev,Seed Funding,4.54,2015,Karnataka,11-50,2015,"₹ 4,54,00,000.00"
Appvigil,Services,Mumbai,Ripplewave,Seed Funding,4.13,2015,Maharashtra,11-50,2015,"₹ 4,13,00,000.00"
WorkIndia,Consumer Internet,Mumbai,Riddhesh G,Seed Funding,4.13,2015,Maharashtra,51-100,2015,"₹ 4,13,00,000.00"
LetsTransport,Logistics,Bengaluru,Rebright Partners,Seed Funding,10.73,2015,Karnataka,11-50,2015,"₹ 10,73,00,000.00"
Impact Guru,FinTech,Mumbai,Rb Investments,Seed Funding,4.13,2016,Maharashtra,501-1000,2016,"₹ 4,13,00,000.00"
Bombay Shaving,Personal Care,New Delhi,Ravi Nigam,Seed Funding,4.95,2016,Delhi,251-500,2016,"₹ 4,95,00,000.00"
Appvigil,Services,Mumbai,Ravi Gururaj,Seed Funding,4.13,2015,Maharashtra,11-50,2015,"₹ 4,13,00,000.00"
AppVirality,Marketing,Hyderabad,Ravi Gururaj,Seed Funding,4.13,2015,Telangana,11-50,2015,"₹ 4,13,00,000.00"
Inkmonk,E-Commerce,Chennai,Raksul,Seed Funding,6.19,2017,Tamil Nadu,11-50,2017,"₹ 6,19,00,000.00"
Jugnoo,Transportation,Chandigarh,Rakesh Mathur,Seed Funding,8.25,2015,Chandigarh,251-500,2015,"₹ 8,25,00,000.00"
Applicate,Software,Bengaluru,Rajiv Nayan,Seed Funding,4.54,2015,Karnataka,11-50,2015,"₹ 4,54,00,000.00"
iAugmentor Labs,Technology,Gurugram,Rajasthan Angel Investor Network,Seed Funding,1.23,2016,Haryana,11-50,2016,"₹ 1,23,00,000.00"
AppVirality,Marketing,Hyderabad,Rajan Anand,Seed Funding,4.13,2015,Telangana,11-50,2015,"₹ 4,13,00,000.00"
Unacademy,EdTech,Bengaluru,Rajan Anand,Seed Funding,4.13,2016,Karnataka,251-500,2016,"₹ 4,13,00,000.00"
AppilyEver,Consumer Internet,Hyderabad,Raj Y,Seed Funding,3.3,2016,Telangana,11-50,2016,"₹ 3,30,00,000.00"
Fisdom,Finance,Bengaluru,Accion,Seed Funding,4.13,2016,Karnataka,101-250,2016,"₹ 4,13,00,000.00"
Sheroes,Networking,Noida,Quintillion Media,Seed Funding,6.35,2015,Uttar Pradesh,51-100,2015,"₹ 6,35,00,000.00"
Chai Thela,Food,Noida,Quarizon,Seed Funding,1.8,2016,Uttar Pradesh,11-50,2016,"₹ 1,80,00,000.00"
Advantage Club,Consumer Internet,Gurugram,Purvi Ventures,Seed Funding,3.3,2016,Haryana,251-500,2016,"₹ 3,30,00,000.00"
VST Travels,Technology,Kerala,Promatus Group,Seed Funding,0.22,2016,Kerala,101-250,2016,"₹ 22,00,000.00"
Fyle,Technology,Bengaluru,Pravega Ventures,Seed Funding,3.3,2017,Karnataka,11-50,2017,"₹ 3,30,00,000.00"
Shadowfax,Services,Gurugram,Prashant Malik,Seed Funding,2.56,2015,Haryana,501-1000,2015,"₹ 2,56,00,000.00"
MCaffeine,Personal Care,Mumbai,Pranay Jivrajka,Seed Funding,2.48,2016,Maharashtra,11-50,2016,"₹ 2,48,00,000.00"
CBREX,Services,Mumbai,Prahlad Rao,Seed Funding,1.65,2015,Maharashtra,51-100,2015,"₹ 1,65,00,000.00"
Glam Studios,Consumer Internet,Noida,Pradeep Mirani,Seed Funding,2.48,2016,Uttar Pradesh,51-100,2016,"₹ 2,48,00,000.00"
Inkmonk,E-Commerce,Chennai,Phanindra Sama,Seed Funding,2.06,2015,Tamil Nadu,11-50,2015,"₹ 2,06,00,000.00"
Unacademy,EdTech,Bengaluru,Phanindra Sama,Seed Funding,4.13,2016,Karnataka,251-500,2016,"₹ 4,13,00,000.00"
YourDOST,Healthcare,Bengaluru,Phanindra Sama,Seed Funding,9.9,2016,Karnataka,251-500,2016,"₹ 9,90,00,000.00"
YourDOST,Healthcare,Bengaluru,Phanindra Sama,Seed Funding,3.3,2015,Karnataka,251-500,2015,"₹ 3,30,00,000.00"
MeetUniv,EdTech,Noida,Peesh Venture Capital,Seed Funding,8.25,2015,Uttar Pradesh,101-250,2015,"₹ 8,25,00,000.00"
YourDOST,Healthcare,Bengaluru,Pavan Ongole,Seed Funding,3.3,2015,Karnataka,251-500,2015,"₹ 3,30,00,000.00"
YourDOST,Healthcare,Bengaluru,Paula Ravindra Mariwala,Seed Funding,9.9,2016,Karnataka,251-500,2016,"₹ 9,90,00,000.00"
Bombay Shaving,Personal Care,New Delhi,Pankaj Gupta,Seed Funding,4.95,2016,Delhi,251-500,2016,"₹ 4,95,00,000.00"
AlmaMapper,Education,Ahmedabad,Oswal Techno Ventures Llp,Seed Funding,3.3,2015,Gujarat,11-50,2015,"₹ 3,30,00,000.00"
XSTOK,B2B,Mumbai,Oliphans Capital,Seed Funding,3.71,2015,Maharashtra,51-100,2015,"₹ 3,71,00,000.00"
Bombay Shaving,Personal Care,New Delhi,Noshir Kaka,Seed Funding,4.95,2016,Delhi,251-500,2016,"₹ 4,95,00,000.00"
Gadgetwood,Electronics,New Delhi,Nnitin Singhal,Seed Funding,1.65,2015,Delhi,11-50,2015,"₹ 1,65,00,000.00"
Glam Studios,Consumer Internet,Noida,Nitin Agarwal,Seed Funding,2.48,2016,Uttar Pradesh,51-100,2016,"₹ 2,48,00,000.00"
3Dexter,Technology,New Delhi,Newbie Promoters,Seed Funding,1.24,2016,Delhi,11-50,2016,"₹ 1,24,00,000.00"
YourDOST,Healthcare,Bengaluru,Neeraj Jawalkar,Seed Funding,3.3,2015,Karnataka,251-500,2015,"₹ 3,30,00,000.00"
MCaffeine,Personal Care,Mumbai,Navjot Saini,Seed Funding,2.48,2016,Maharashtra,11-50,2016,"₹ 2,48,00,000.00"
Click2Clinic,Consumer Internet,Hyderabad,Narottam Thudi,Seed Funding,7.01,2017,Telangana,11-50,2017,"₹ 7,01,00,000.00"
Caravan Craft,Households,Bengaluru,Narayan Ramach,Seed Funding,4.13,2015,Karnataka,51-100,2015,"₹ 4,13,00,000.00"
Kaleidofin,Finance,Chennai,Flourish Ventures,Seed Funding,28,2021,Tamil Nadu,51-100,2021,"₹ 28,00,00,000.00"
Vahdam Teas,E-Commerce,New Delhi,Mumbai Angels Network,Seed Funding,5.36,2017,Delhi,251-500,2017,"₹ 5,36,00,000.00"
AllIzHealth,Healthcare,Pune,Mumbai Angels Network,Seed Funding,2.89,2015,Maharashtra,11-50,2015,"₹ 2,89,00,000.00"
AppVirality,Marketing,Hyderabad,Mohit Saxena,Seed Funding,4.13,2015,Telangana,11-50,2015,"₹ 4,13,00,000.00"
AppVirality,Marketing,Hyderabad,Mike Galgon,Seed Funding,4.13,2015,Telangana,11-50,2015,"₹ 4,13,00,000.00"
Villgro,Finance,Chennai,Michael,Seed Funding,26.81,2015,Tamil Nadu,51-100,2015,"₹ 26,81,00,000.00"
Math Buddy,Consumer Internet,Vadodara,Menterra Social Impact Fund,Seed Funding,3.63,2016,Gujarat,11-50,2016,"₹ 3,63,00,000.00"
LetsTransport,Logistics,Bengaluru,Manish Dhingra,Seed Funding,10.73,2015,Karnataka,11-50,2015,"₹ 10,73,00,000.00"
Setu,FinTech,Bengaluru,Lightspeed India Partners,Seed Funding,28.88,2019,Karnataka,11-50,2019,"₹ 28,88,00,000.00"
Glam Studios,Consumer Internet,Noida,Ladsariya,Seed Funding,2.48,2016,Uttar Pradesh,51-100,2016,"₹ 2,48,00,000.00"
etaout,E-Commerce,Noida,Kunal Bahl,Seed Funding,4.13,2015,Uttar Pradesh,51-100,2015,"₹ 4,13,00,000.00"
Shadowfax,Services,Gurugram,Kunal Bahl,Seed Funding,2.56,2015,Haryana,501-1000,2015,"₹ 2,56,00,000.00"
Perpule,Software,Bengaluru,Kstart Capital,Seed Funding,5.36,2017,Karnataka,101-250,2017,"₹ 5,36,00,000.00"
Zoctr,Healthcare,Mumbai,Krishan Gupta,Seed Funding,8.25,2015,Maharashtra,11-50,2015,"₹ 8,25,00,000.00"
MCaffeine,Personal Care,Mumbai,Kk Mehra,Seed Funding,2.48,2016,Maharashtra,11-50,2016,"₹ 2,48,00,000.00"
Bombay Shaving,Personal Care,New Delhi,Kiran Deshp,Seed Funding,4.95,2016,Delhi,251-500,2016,"₹ 4,95,00,000.00"
WorkIndia,Consumer Internet,Mumbai,Keshav Sanghi,Seed Funding,4.13,2015,Maharashtra,51-100,2015,"₹ 4,13,00,000.00"
MCaffeine,Personal Care,Mumbai,Kaushal Agarwal,Seed Funding,2.48,2016,Maharashtra,11-50,2016,"₹ 2,48,00,000.00"
PurpleHealth,Consumer Internet,Trivandrum,Katabole Technology Venture,Seed Funding,0.83,2016,Kerala,11-50,2016,"₹ 83,00,000.00"
Bonhomia,Lifestyle,New Delhi,Kanwaljit Singh,Seed Funding,16.5,2015,Delhi,11-50,2015,"₹ 16,50,00,000.00"
Licious,E-Commerce,Bengaluru,Kanwaljit Singh,Seed Funding,8.25,2015,Karnataka,1001-5000,2015,"₹ 8,25,00,000.00"
Affordplan,Technology,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,4.13,2016,Delhi,251-500,2016,"₹ 4,13,00,000.00"
Advenio,Technology,Chandigarh,Kalaari Capital,Seed Funding,0.83,2016,Chandigarh,11-50,2016,"₹ 83,00,000.00"
ParaBlu,Technology,Bengaluru,Kalaari Capital,Seed Funding,4.13,2016,Karnataka,101-250,2016,"₹ 4,13,00,000.00"
TempoGo,Technology,Panaji,K2 Capital,Seed Funding,6.81,2017,Goa,11-50,2017,"₹ 6,81,00,000.00"
Commeasure,Data Analytics,Noida,Jungle Ventures,Seed Funding,8.25,2015,Uttar Pradesh,51-100,2015,"₹ 8,25,00,000.00"
ZipGrid,Consumer Internet,Mumbai,Jll,Seed Funding,4.13,2017,Maharashtra,101-250,2017,"₹ 4,13,00,000.00"
Be U Salons,Personal Care,New Delhi,Jatin Aneja,Seed Funding,5.12,2017,Delhi,101-250,2017,"₹ 5,12,00,000.00"
Aasaanjobs,Careers,Mumbai,Inventus Capital Partners,Seed Funding,12.38,2015,Maharashtra,101-250,2015,"₹ 12,38,00,000.00"
AppVirality,Marketing,Hyderabad,Internet Group,Seed Funding,4.13,2015,Telangana,11-50,2015,"₹ 4,13,00,000.00"
Diro Labs,Consumer Internet,New Delhi,Info Edge Ltd,Seed Funding,1.21,2016,Delhi,251-500,2016,"₹ 1,21,00,000.00"
Shopkirana,E-Commerce,Indore,Info Edge Ltd,Seed Funding,16.5,2018,Madhya Pradesh,501-1000,2018,"₹ 16,50,00,000.00"
6Degree,Networking,Mumbai,Indian Angel Network,Seed Funding,1.65,2016,Maharashtra,11-50,2016,"₹ 1,65,00,000.00"
PipeCandy,Technology,Chennai,Indian Angel Network,Seed Funding,9.08,2017,Tamil Nadu,11-50,2017,"₹ 9,08,00,000.00"
